city,locality,bhk,area,bathrooms,floor,total_floors,property_age,parking,lift,balcony,security,gym,swimming_pool,garden,power_backup,furnishing,price
Mumbai,Powai,2,780,1,22,25,14,True,True,True,True,True,False,True,False,Semi-Furnished,16512338.996498445
Mumbai,Borivali,2,1242,1,13,15,1,True,True,True,True,False,False,True,True,Fully Furnished,24589661.813447308
Delhi,Vasant Kunj,3,856,3,5,10,22,False,True,True,True,True,False,False,False,Unfurnished,10085637.555880867
Mumbai,Powai,1,511,1,4,4,0,True,False,True,True,False,True,False,True,Fully Furnished,13744322.008377418
Pune,Viman Nagar,3,1792,3,8,15,4,True,True,True,True,True,False,True,False,Semi-Furnished,19620679.56344647
Bangalore,Koramangala,1,479,1,10,15,1,False,True,True,False,True,False,False,False,Unfurnished,6177310.266799368
Pune,Kothrud,4,1790,4,39,40,15,True,True,False,True,False,False,False,False,Unfurnished,14619633.931786284
Bangalore,Koramangala,2,1123,1,6,25,9,True,True,True,True,False,False,False,True,Semi-Furnished,12742978.628603898
Bangalore,HSR Layout,4,1861,3,19,25,11,True,True,True,True,False,False,True,True,Unfurnished,17858823.559697475
Hyderabad,Banjara Hills,3,2235,2,3,15,11,True,True,True,True,False,True,False,True,Fully Furnished,25059597.939327773
Mumbai,Andheri,3,1923,2,2,4,7,True,False,True,True,True,False,False,True,Semi-Furnished,33740679.552165724
Delhi,Vasant Kunj,2,1113,2,19,25,25,True,True,True,True,False,True,True,True,Unfurnished,15330194.390664134
Bangalore,Koramangala,3,1687,3,1,4,13,True,True,True,True,False,False,False,True,Semi-Furnished,21726493.882536948
Hyderabad,Banjara Hills,1,505,1,6,15,9,False,True,True,False,False,False,False,True,Semi-Furnished,5623041.243381632
Delhi,Vasant Kunj,2,1002,1,3,15,7,True,True,True,True,True,False,True,True,Semi-Furnished,15932962.22905037
Hyderabad,Banjara Hills,2,1080,1,38,40,15,False,True,True,False,True,False,True,False,Semi-Furnished,11454110.181640113
Mumbai,Andheri,2,1179,1,2,10,19,True,True,True,True,False,False,True,True,Semi-Furnished,19144439.668669574
Hyderabad,Madhapur,1,552,1,2,10,20,False,True,False,True,True,False,True,True,Semi-Furnished,3987963.395069393
Pune,Kothrud,2,1254,2,15,15,4,True,True,True,True,True,False,False,True,Semi-Furnished,11187140.811190862
Mumbai,Borivali,2,1017,1,5,25,2,True,True,False,True,False,False,True,True,Fully Furnished,18591499.676162776
Hyderabad,Kukatpally,1,410,1,4,15,0,True,True,True,True,False,False,False,False,Semi-Furnished,3182170.8553985273
Pune,Viman Nagar,3,1643,2,8,10,3,True,True,True,True,False,True,False,True,Semi-Furnished,18286865.227141075
Hyderabad,Banjara Hills,4,1747,4,7,10,23,True,True,False,True,False,True,True,True,Semi-Furnished,19138944.641815152
Mumbai,Bandra,2,870,1,15,15,16,True,True,True,True,True,False,True,True,Semi-Furnished,25700864.35803715
Hyderabad,Kukatpally,2,904,2,21,25,22,True,True,True,True,True,False,True,True,Fully Furnished,5971335.784765398
Bangalore,HSR Layout,2,896,2,5,25,0,True,True,True,True,True,False,True,True,Unfurnished,11235239.368087567
Delhi,Vasant Kunj,2,888,2,4,15,14,True,True,True,True,False,True,False,True,Semi-Furnished,12547114.821609946
Pune,Kothrud,3,1369,2,21,25,10,True,True,True,True,True,False,False,True,Unfurnished,12861331.441977877
Hyderabad,Madhapur,2,1137,1,2,15,6,True,True,False,True,True,True,True,True,Semi-Furnished,11672073.393442404
Pune,Viman Nagar,2,993,1,11,15,10,True,True,True,True,True,False,False,False,Unfurnished,8276844.414893953
Hyderabad,Kukatpally,1,559,1,10,10,16,True,True,True,True,True,False,True,True,Semi-Furnished,3484538.899516201
Hyderabad,Kukatpally,2,1080,2,2,10,0,True,True,True,True,True,False,True,True,Fully Furnished,8834785.037856922
Hyderabad,Gachibowli,1,423,1,1,4,10,False,True,True,True,True,True,True,True,Semi-Furnished,3627388.2590920655
Delhi,Rohini,1,539,1,2,15,18,False,True,False,True,True,False,False,True,Unfurnished,4593623.307073449
Hyderabad,Gachibowli,2,1208,2,2,25,10,True,True,True,True,False,True,False,True,Semi-Furnished,9973000.484834947
Hyderabad,Banjara Hills,2,1062,1,11,40,5,True,True,True,True,True,False,True,True,Semi-Furnished,12459987.950044414
Hyderabad,Gachibowli,3,1300,2,7,25,2,True,True,True,True,True,True,False,True,Unfurnished,10435627.491662594
Pune,Baner,2,965,2,11,15,25,True,True,True,False,False,False,False,True,Unfurnished,6026082.874482176
Delhi,Dwarka,2,1217,2,4,4,25,True,False,False,False,False,True,True,False,Semi-Furnished,12584065.639463438
Bangalore,Whitefield,2,804,1,2,4,19,True,False,True,True,False,False,True,True,Semi-Furnished,6630815.551423686
Delhi,Vasant Kunj,2,1047,1,24,25,10,False,True,True,True,True,False,False,False,Semi-Furnished,17366263.338920794
Mumbai,Powai,1,538,1,6,10,10,False,True,True,True,False,True,False,True,Semi-Furnished,11620327.552754842
Hyderabad,Madhapur,1,443,1,1,10,4,True,True,False,True,True,True,False,True,Semi-Furnished,4022996.2306877687
Hyderabad,Gachibowli,2,1183,1,6,25,11,True,True,False,True,True,False,False,True,Fully Furnished,10344917.831276719
Hyderabad,Gachibowli,2,1226,3,2,10,12,True,True,False,True,True,False,False,True,Unfurnished,9114879.982189586
Hyderabad,Madhapur,3,1779,2,14,15,12,True,True,True,True,True,True,True,True,Semi-Furnished,16326040.27140602
Pune,Baner,2,1027,2,23,40,14,True,True,True,False,False,True,False,True,Semi-Furnished,8811896.2804861
Pune,Baner,4,3032,3,1,4,10,True,True,True,True,True,False,False,True,Semi-Furnished,22612227.708806068
Delhi,Rohini,2,1379,1,3,4,11,True,True,True,True,True,False,True,False,Unfurnished,12468991.984800246
Delhi,Dwarka,2,986,1,24,25,6,False,True,True,True,True,False,True,True,Fully Furnished,12141191.010862604
Mumbai,Powai,3,1464,1,7,15,4,True,True,True,True,False,True,True,False,Semi-Furnished,32076185.44500724
Hyderabad,Madhapur,1,403,1,10,15,17,True,True,True,True,True,False,False,True,Semi-Furnished,3404898.754503685
Delhi,Vasant Kunj,2,1156,1,12,15,11,True,True,True,False,False,True,False,True,Unfurnished,16107310.330759322
Delhi,Saket,1,347,1,3,4,0,True,False,True,True,True,True,True,True,Semi-Furnished,5841380.80055073
Bangalore,Indiranagar,2,1099,1,13,15,7,True,True,True,True,False,True,True,True,Semi-Furnished,14220061.278318208
Hyderabad,Banjara Hills,2,1024,1,36,40,10,False,True,True,True,True,True,True,True,Semi-Furnished,11256366.85947513
Pune,Kothrud,2,1049,1,8,15,2,True,True,True,True,False,False,False,False,Fully Furnished,10610472.439551285
Mumbai,Andheri,3,1793,3,9,10,0,True,True,True,True,True,True,True,True,Semi-Furnished,38408940.10219295
Bangalore,Indiranagar,2,845,1,3,4,12,True,True,True,True,True,True,False,True,Fully Furnished,13136887.840867488
Hyderabad,Madhapur,4,2217,4,21,25,16,True,True,True,True,True,False,False,True,Unfurnished,18981932.930290014
Bangalore,Whitefield,1,482,1,8,10,28,True,True,False,True,False,False,True,False,Unfurnished,3286293.341480052
Mumbai,Borivali,2,1189,1,9,25,4,True,True,True,True,True,False,False,True,Fully Furnished,19355954.082635406
Pune,Viman Nagar,3,1231,2,2,10,24,True,True,True,True,True,False,True,True,Semi-Furnished,9892944.288744941
Pune,Baner,1,557,1,13,15,0,False,True,True,True,True,True,False,False,Semi-Furnished,5265263.662762931
Mumbai,Borivali,2,1143,1,5,15,6,True,True,False,True,True,False,True,True,Unfurnished,17179334.2608301
Delhi,Rohini,2,1299,1,3,15,9,False,True,True,True,True,False,False,True,Unfurnished,10217227.776314214
Mumbai,Powai,2,987,1,3,4,19,True,False,True,True,False,False,True,False,Semi-Furnished,17596286.395448253
Hyderabad,Gachibowli,3,1604,2,8,10,8,True,True,True,True,False,False,True,True,Unfurnished,12685308.566883296
Bangalore,Whitefield,2,1230,2,2,4,10,True,False,True,True,False,False,True,True,Fully Furnished,11278543.85981748
Hyderabad,Banjara Hills,2,1035,3,25,25,13,True,False,True,True,True,False,False,True,Semi-Furnished,12795392.432367543
Bangalore,Koramangala,2,1170,2,8,10,18,True,True,True,True,True,True,False,False,Unfurnished,12179150.52567238
Delhi,Vasant Kunj,2,1079,2,8,10,16,True,True,True,True,True,False,False,True,Unfurnished,14192108.732542286
Pune,Kothrud,2,991,1,4,10,18,True,True,True,True,True,False,False,True,Semi-Furnished,8450186.14018015
Mumbai,Borivali,2,749,1,1,15,0,True,True,True,True,False,True,False,True,Fully Furnished,15181281.15036682
Delhi,Vasant Kunj,1,525,1,4,10,0,False,True,True,True,True,True,True,False,Unfurnished,8343939.648282858
Pune,Baner,1,465,1,3,10,12,True,True,True,True,False,False,False,True,Unfurnished,3235930.54820425
Pune,Hinjewadi,1,491,1,22,40,13,True,True,False,True,False,False,False,False,Semi-Furnished,3253259.7135256804
Delhi,Dwarka,4,2598,4,1,4,17,True,True,True,True,False,False,False,True,Unfurnished,26317079.932889838
Hyderabad,Banjara Hills,1,401,1,31,40,5,False,True,False,True,True,True,False,True,Semi-Furnished,5329598.417335437
Pune,Hinjewadi,1,763,1,2,4,4,False,True,True,False,True,True,True,True,Semi-Furnished,5626174.028567301
Hyderabad,Gachibowli,1,431,1,4,4,7,True,False,True,True,False,False,True,True,Semi-Furnished,3202513.509009465
Pune,Hinjewadi,1,429,1,2,4,4,False,False,False,True,False,True,True,True,Semi-Furnished,3100650.2527106977
Delhi,Rohini,1,622,1,4,10,14,False,False,False,True,False,True,False,True,Semi-Furnished,4871039.049758613
Delhi,Rohini,3,1627,2,1,10,11,True,True,True,True,False,True,True,True,Fully Furnished,15505437.643581092
Hyderabad,Gachibowli,2,1072,1,6,10,2,True,True,False,True,True,True,True,True,Semi-Furnished,9946286.146478405
Mumbai,Bandra,3,1945,2,2,4,23,True,False,True,True,False,False,True,True,Unfurnished,46515876.39007381
Delhi,Saket,2,732,2,2,10,14,True,True,True,True,False,False,False,True,Unfurnished,10185716.976588236
Pune,Hinjewadi,5,4057,4,13,25,4,True,True,True,True,True,False,True,False,Unfurnished,28604928.5587157
Pune,Kothrud,2,798,2,10,40,1,True,True,True,True,True,False,True,True,Semi-Furnished,8517839.687088097
Mumbai,Powai,3,1394,2,11,15,20,True,True,True,True,True,False,False,True,Semi-Furnished,25283231.693321344
Bangalore,Indiranagar,2,702,2,4,10,19,True,True,True,True,True,True,True,False,Unfurnished,8407242.537634155
Bangalore,HSR Layout,2,1027,2,4,4,27,True,False,True,True,True,True,False,True,Unfurnished,9725302.089935664
Delhi,Dwarka,2,1004,2,3,4,6,True,True,True,True,False,False,True,True,Semi-Furnished,10963626.669281483
Bangalore,HSR Layout,5,2493,5,8,10,28,False,True,True,True,True,False,True,False,Semi-Furnished,18858402.35719963
Bangalore,Koramangala,2,980,1,1,4,11,True,True,True,True,True,False,True,True,Semi-Furnished,12498310.851267895
Pune,Baner,2,1193,2,14,40,0,True,True,True,True,False,True,False,True,Semi-Furnished,10838957.71211028
Hyderabad,Madhapur,2,917,2,4,40,0,True,True,True,True,True,True,False,True,Semi-Furnished,8971550.473805053
Mumbai,Borivali,1,493,1,1,4,0,True,False,True,True,False,False,False,False,Unfurnished,8345169.7245272165
Bangalore,Koramangala,4,3270,3,31,40,6,True,True,True,True,True,False,False,False,Fully Furnished,45998710.03019314
Delhi,Rohini,3,1844,3,24,25,6,True,True,True,True,True,True,True,False,Unfurnished,16642250.457465868
Bangalore,Indiranagar,4,3048,3,14,15,0,True,True,False,True,False,False,False,True,Fully Furnished,48108418.381590955
Hyderabad,Gachibowli,1,686,1,4,40,0,False,True,False,True,True,True,False,True,Unfurnished,5881033.35534488
Hyderabad,Madhapur,1,473,1,10,15,12,True,True,True,True,True,False,True,True,Semi-Furnished,3729921.6672987165
Bangalore,Koramangala,4,2951,3,9,25,3,True,True,True,True,False,True,True,False,Semi-Furnished,38918210.8509174
Mumbai,Andheri,3,1210,2,7,10,18,True,True,True,True,True,False,False,True,Semi-Furnished,19427665.229892567
Hyderabad,Kukatpally,2,697,2,6,15,13,True,True,True,True,True,False,True,True,Semi-Furnished,4565583.382719239
Delhi,Rohini,2,912,2,8,25,10,True,True,True,True,False,False,True,True,Semi-Furnished,8335279.560175194
Mumbai,Borivali,2,969,2,6,10,11,False,True,True,True,False,True,True,True,Semi-Furnished,15897174.699099096
Pune,Kothrud,1,628,1,9,15,6,True,True,True,True,False,False,True,True,Semi-Furnished,5592598.5046841195
Delhi,Dwarka,2,1325,2,10,10,0,True,True,True,True,True,False,True,True,Fully Furnished,16995089.50003392
Hyderabad,Gachibowli,2,777,2,2,10,8,True,True,True,True,False,False,False,False,Semi-Furnished,5826740.4547305945
Pune,Kothrud,2,904,2,12,15,0,True,True,True,True,False,True,False,True,Fully Furnished,9528075.292490924
Delhi,Vasant Kunj,3,1453,1,2,4,3,True,False,True,True,True,True,False,True,Unfurnished,24918609.81808727
Delhi,Saket,1,373,1,4,4,11,False,False,True,True,False,False,False,True,Unfurnished,5103736.338295259
Pune,Hinjewadi,3,1516,2,6,25,9,False,True,False,True,True,True,True,True,Fully Furnished,10826263.697722197
Delhi,Dwarka,2,1167,2,2,15,6,True,True,True,True,False,True,False,True,Fully Furnished,15467739.022469528
Delhi,Vasant Kunj,4,2644,4,1,40,19,False,True,True,True,False,False,False,False,Semi-Furnished,32192577.429257736
Pune,Viman Nagar,3,1400,2,2,4,7,True,False,True,True,False,False,False,False,Unfurnished,13577226.234706184
Bangalore,Koramangala,2,1036,1,1,4,13,True,True,True,True,True,False,False,True,Unfurnished,11527935.861519722
Hyderabad,Madhapur,4,2445,4,10,25,13,True,True,True,True,False,True,False,False,Semi-Furnished,20631479.422941864
Bangalore,Indiranagar,3,2014,2,16,25,11,True,True,True,True,True,False,True,True,Fully Furnished,27310281.595674697
Delhi,Saket,4,2647,3,10,10,17,True,True,False,True,False,False,True,True,Semi-Furnished,35673810.46162641
Hyderabad,Gachibowli,2,915,2,10,10,13,True,True,True,True,False,False,False,False,Semi-Furnished,7514770.702735993
Bangalore,HSR Layout,3,2005,2,29,40,0,False,True,True,True,False,False,False,True,Semi-Furnished,25177114.965974856
Delhi,Rohini,2,1259,1,4,4,17,False,True,True,True,True,False,False,True,Unfurnished,10013489.309265537
Delhi,Dwarka,3,2143,2,1,25,14,True,True,True,True,True,True,False,True,Fully Furnished,25300301.294735298
Delhi,Saket,2,1062,1,11,40,3,False,True,True,True,True,True,False,True,Fully Furnished,17731938.44731479
Bangalore,Whitefield,3,1242,2,1,10,24,True,True,False,True,False,False,True,False,Unfurnished,9376864.084753413
Hyderabad,Banjara Hills,3,1363,3,2,15,25,False,True,True,True,True,False,False,False,Unfurnished,11067576.101128371
Mumbai,Andheri,2,1067,2,8,15,8,True,True,True,True,True,False,False,True,Fully Furnished,20444921.306848146
Mumbai,Powai,5,3689,4,3,10,3,True,True,True,True,True,False,True,True,Semi-Furnished,94372165.16716567
Pune,Hinjewadi,1,645,1,11,25,3,True,True,True,True,False,True,False,True,Fully Furnished,5735430.537359376
Pune,Kothrud,1,567,1,6,25,21,False,True,True,True,True,False,False,False,Semi-Furnished,3974746.6071567805
Delhi,Dwarka,4,2622,3,10,15,30,True,True,False,True,False,False,False,True,Semi-Furnished,25120503.653662555
Pune,Kothrud,3,1855,3,5,10,10,False,True,True,True,False,True,True,False,Semi-Furnished,15336878.942325443
Delhi,Saket,2,879,1,1,40,11,True,True,True,True,True,True,False,True,Unfurnished,11934732.823032608
Mumbai,Bandra,2,704,1,2,10,18,True,True,True,True,True,False,False,False,Semi-Furnished,18854372.749833148
Delhi,Saket,2,1035,2,1,15,0,False,True,False,True,True,False,False,True,Semi-Furnished,14639602.155580388
Hyderabad,Gachibowli,2,964,2,29,40,0,True,True,True,False,True,False,False,True,Unfurnished,8681999.865731278
Pune,Baner,1,414,1,34,40,0,True,True,True,True,False,True,False,True,Fully Furnished,4438834.539422146
Delhi,Vasant Kunj,3,1446,3,9,10,18,True,True,True,True,True,True,True,False,Fully Furnished,20442751.653932877
Mumbai,Borivali,2,982,1,11,15,12,True,True,True,True,False,True,True,True,Fully Furnished,16876356.606305186
Mumbai,Andheri,3,2013,4,2,4,14,True,False,True,True,True,True,True,True,Unfurnished,37886388.83284602
Pune,Baner,2,583,2,21,25,5,True,True,True,True,True,False,True,True,Semi-Furnished,5007748.1271049855
Mumbai,Andheri,3,1776,2,5,15,10,False,True,True,True,False,False,True,True,Semi-Furnished,28380950.663385164
Delhi,Dwarka,3,1331,3,5,10,0,False,True,True,True,False,False,True,True,Semi-Furnished,16000106.653139498
Hyderabad,Madhapur,3,1170,2,10,10,8,True,True,True,True,True,False,False,True,Unfurnished,11130355.745654037
Pune,Baner,2,696,1,10,10,10,True,True,True,True,True,True,True,True,Semi-Furnished,5303917.845178021
Mumbai,Borivali,1,504,1,8,15,21,True,True,True,True,False,False,False,True,Unfurnished,6252081.134111439
Bangalore,Indiranagar,2,1040,2,5,25,9,True,True,True,True,True,False,False,False,Semi-Furnished,14301629.254935384
Delhi,Saket,3,1791,2,10,10,6,True,True,True,True,False,False,False,True,Fully Furnished,31014095.926928334
Pune,Baner,1,352,1,5,10,18,False,True,True,True,True,True,False,False,Semi-Furnished,2469321.9419639795
Mumbai,Andheri,4,1714,4,2,40,5,True,True,False,True,True,False,False,True,Fully Furnished,35702760.290925115
Delhi,Saket,3,1438,2,4,4,9,False,True,True,False,False,False,True,True,Semi-Furnished,18368111.61737624
Pune,Baner,4,3254,3,27,40,6,True,True,True,False,True,False,True,False,Fully Furnished,30130793.33662003
Bangalore,Koramangala,3,1163,2,4,4,15,True,False,True,True,True,True,False,True,Unfurnished,12632517.080967303
Hyderabad,Madhapur,3,2103,2,24,25,8,False,False,True,True,True,False,False,True,Semi-Furnished,17029164.67341808
Pune,Baner,3,1317,2,9,10,5,True,True,True,True,False,True,True,True,Semi-Furnished,10917267.963617165
Pune,Kothrud,2,1065,2,8,10,0,False,True,True,True,True,False,True,False,Semi-Furnished,9810859.059682904
Pune,Hinjewadi,4,1937,4,6,10,20,True,True,True,True,False,True,True,True,Semi-Furnished,13619820.538028419
Hyderabad,Kukatpally,2,936,2,9,10,22,True,True,True,True,True,True,False,True,Semi-Furnished,5763461.7679147925
Mumbai,Andheri,2,1186,3,10,25,7,True,True,True,True,True,False,False,True,Unfurnished,22531842.20861541
Pune,Viman Nagar,4,3118,4,2,15,17,True,True,True,True,True,True,False,True,Semi-Furnished,28247999.948167853
Hyderabad,Banjara Hills,2,1269,1,38,40,25,True,False,True,True,True,True,False,True,Unfurnished,12233866.014214939
Delhi,Saket,5,4311,5,11,15,0,True,True,True,False,False,False,True,True,Fully Furnished,69023666.38877138
Delhi,Vasant Kunj,2,673,2,4,10,0,True,True,True,True,False,True,True,False,Semi-Furnished,12036013.602473564
Pune,Baner,3,1917,2,2,15,0,False,True,True,True,True,False,True,True,Semi-Furnished,17593102.05730347
Hyderabad,Gachibowli,2,908,1,21,25,11,True,True,True,True,True,False,False,True,Semi-Furnished,6837176.983153525
Bangalore,Indiranagar,3,1522,2,2,4,10,False,False,True,True,True,False,False,False,Unfurnished,17672085.404421892
Delhi,Dwarka,2,1088,1,14,15,17,True,True,False,False,True,True,False,True,Semi-Furnished,11702740.06719714
Bangalore,Koramangala,3,1613,3,1,4,5,True,True,True,True,False,False,True,True,Unfurnished,20003438.838691168
Bangalore,HSR Layout,1,551,1,28,40,21,True,True,True,True,True,True,True,True,Semi-Furnished,5165235.9957066355
Mumbai,Bandra,1,435,1,3,4,4,False,False,True,True,False,False,True,True,Semi-Furnished,13221563.368728587
Mumbai,Borivali,2,1045,1,4,4,4,True,False,True,False,True,False,False,True,Fully Furnished,17132830.52992279
Pune,Hinjewadi,2,1019,2,10,10,9,True,True,True,True,False,True,False,True,Unfurnished,7311998.3361117365
Bangalore,Koramangala,3,2111,3,40,40,2,False,True,True,True,False,True,True,True,Semi-Furnished,28254256.07283191
Delhi,Rohini,3,1265,2,15,15,7,True,True,True,True,False,True,True,True,Fully Furnished,12580545.10501932
Pune,Kothrud,1,528,1,14,15,0,True,True,False,True,True,True,True,True,Unfurnished,5496106.434206033
Delhi,Saket,1,443,1,31,40,23,False,True,True,True,True,False,False,False,Semi-Furnished,5172444.261634113
Pune,Kothrud,3,1529,2,9,10,14,False,True,True,True,True,True,True,True,Unfurnished,11550294.905742757
Mumbai,Borivali,2,744,1,9,10,3,True,True,True,True,False,False,False,True,Semi-Furnished,13353370.601702403
Mumbai,Bandra,2,1118,1,13,15,12,True,True,False,True,True,False,False,True,Fully Furnished,35718593.73010002
Mumbai,Andheri,2,923,1,7,15,20,False,True,True,True,True,False,False,True,Unfurnished,13004705.819720179
Delhi,Vasant Kunj,3,1988,3,1,10,17,True,True,True,True,True,True,True,True,Semi-Furnished,27817636.49999143
Bangalore,HSR Layout,2,959,1,15,25,3,True,True,True,True,False,True,True,False,Unfurnished,10194013.805026587
Pune,Kothrud,2,846,1,4,4,16,True,False,True,True,True,False,True,True,Semi-Furnished,7363038.981559168
Pune,Baner,3,1555,2,6,15,9,True,True,True,True,True,False,True,True,Fully Furnished,12257478.593286851
Delhi,Dwarka,3,1501,2,1,15,9,True,True,True,True,True,False,True,True,Semi-Furnished,17633426.504725263
Pune,Baner,2,857,2,4,4,20,True,False,True,True,False,False,True,True,Unfurnished,5999320.063796613
Bangalore,Koramangala,4,2640,4,3,15,11,True,True,False,True,False,False,True,False,Semi-Furnished,33932015.39491446
Delhi,Dwarka,3,2025,2,2,15,15,True,True,True,True,True,True,True,False,Semi-Furnished,24445280.18705486
Hyderabad,Banjara Hills,1,598,1,3,15,2,True,True,True,True,True,False,False,True,Unfurnished,6768382.668416948
Pune,Kothrud,3,1455,3,21,25,16,True,True,True,True,True,True,True,True,Semi-Furnished,12095765.735196536
Hyderabad,Banjara Hills,2,1216,2,7,10,0,True,True,True,False,True,False,True,False,Fully Furnished,17207192.41922529
Bangalore,HSR Layout,3,1624,3,3,4,9,True,False,True,True,True,True,True,True,Unfurnished,18677577.116187498
Mumbai,Bandra,2,1104,1,10,10,2,True,True,True,True,False,False,False,False,Fully Furnished,33267969.15707125
Hyderabad,Gachibowli,3,1396,2,2,10,2,True,False,True,True,True,True,True,False,Fully Furnished,13521574.469316004
Hyderabad,Gachibowli,4,2233,3,9,25,3,True,True,True,True,False,True,False,True,Fully Furnished,21105411.803335287
Pune,Kothrud,2,833,2,14,15,5,True,True,True,True,True,False,False,True,Fully Furnished,9126739.403466146
Hyderabad,Gachibowli,1,430,1,3,10,0,False,True,True,True,True,True,False,True,Fully Furnished,3871649.9231418218
Mumbai,Powai,4,2099,3,4,25,9,False,True,False,False,True,False,False,True,Unfurnished,41593952.053148106
Delhi,Vasant Kunj,2,894,2,2,4,3,True,False,True,True,True,True,True,True,Fully Furnished,18077431.907184213
Delhi,Dwarka,2,1325,1,1,10,23,True,True,True,True,False,False,True,True,Semi-Furnished,11657919.465475922
Mumbai,Powai,1,474,1,40,40,10,False,True,True,True,True,True,True,True,Unfurnished,9831386.03882717
Mumbai,Borivali,2,790,1,18,40,6,True,True,True,True,False,True,False,True,Semi-Furnished,13469787.570774944
Hyderabad,Gachibowli,3,2155,3,10,10,10,False,True,True,True,False,True,False,True,Semi-Furnished,15744948.006228216
Bangalore,Koramangala,2,1137,1,4,4,0,True,False,True,True,False,False,True,True,Fully Furnished,15743287.753767183
Hyderabad,Banjara Hills,1,565,1,2,10,1,False,True,True,True,True,True,False,True,Semi-Furnished,7618760.233068986
Mumbai,Powai,4,2958,4,39,40,4,False,True,False,True,True,True,False,True,Unfurnished,71724555.63796206
Delhi,Saket,3,1837,3,4,25,8,True,True,True,True,False,True,False,True,Unfurnished,25463402.286439624
Delhi,Vasant Kunj,3,1853,3,4,10,4,True,True,True,True,True,True,True,True,Semi-Furnished,32109779.901069473
Bangalore,HSR Layout,1,484,1,3,4,0,True,False,False,False,True,True,True,True,Unfurnished,6293472.428086786
Mumbai,Andheri,2,405,1,9,10,4,True,False,True,True,True,False,True,True,Fully Furnished,8263241.192301391
Hyderabad,Gachibowli,2,1058,2,2,25,14,True,True,True,False,True,True,True,True,Semi-Furnished,7654158.550836472
Mumbai,Borivali,1,563,1,4,4,14,False,False,True,False,True,False,True,True,Fully Furnished,8209322.692665625
Pune,Kothrud,1,547,1,13,25,15,False,True,False,True,False,False,True,True,Unfurnished,4247929.096545079
Bangalore,Indiranagar,2,806,2,1,15,16,True,True,True,True,True,True,False,True,Semi-Furnished,10578398.190438706
Hyderabad,Kukatpally,1,441,1,1,4,19,False,True,True,True,False,True,False,True,Semi-Furnished,2518893.549087376
Pune,Kothrud,4,2296,4,9,25,17,False,True,True,True,False,False,False,True,Semi-Furnished,17344284.864251684
Bangalore,HSR Layout,1,519,1,1,4,14,False,False,True,True,False,False,True,False,Semi-Furnished,5114778.043871245
Hyderabad,Kukatpally,3,1570,3,1,10,5,True,True,True,True,True,True,False,True,Semi-Furnished,11693801.478638267
Bangalore,HSR Layout,1,457,1,9,10,19,False,True,False,True,False,True,False,True,Unfurnished,4481748.6839104425
Pune,Hinjewadi,3,1246,3,3,10,18,False,True,True,True,False,True,False,True,Semi-Furnished,7873537.67000899
Bangalore,Whitefield,3,1826,2,9,10,7,True,True,True,True,False,False,True,True,Semi-Furnished,16053289.31838434
Mumbai,Borivali,2,1041,1,7,15,8,True,True,True,True,True,False,True,True,Semi-Furnished,16860507.678478118
Hyderabad,Madhapur,3,1366,2,3,10,11,True,True,False,True,True,False,True,True,Unfurnished,11145108.794920484
Hyderabad,Banjara Hills,5,2934,5,4,4,14,True,True,True,True,True,False,True,True,Semi-Furnished,35122791.718581356
Bangalore,HSR Layout,3,1112,2,4,15,10,True,True,True,True,False,True,True,True,Unfurnished,11751021.050480474
Hyderabad,Kukatpally,2,1073,2,7,10,5,False,True,True,True,True,False,False,True,Semi-Furnished,7537733.57169703
Mumbai,Powai,3,1772,2,7,15,8,True,True,True,True,True,False,True,True,Fully Furnished,45254415.92948297
Pune,Kothrud,2,824,1,5,10,9,True,True,False,True,True,True,True,False,Semi-Furnished,6713079.033095939
Delhi,Rohini,2,1086,1,4,10,7,True,True,False,True,False,True,False,True,Unfurnished,9362497.226727044
Bangalore,Koramangala,4,2581,3,3,10,5,True,True,True,False,True,False,True,True,Fully Furnished,38726558.77637101
Bangalore,Koramangala,2,773,2,7,10,8,True,True,True,True,True,False,False,True,Unfurnished,9514808.943598358
Pune,Kothrud,2,1291,1,1,40,8,True,True,False,True,True,False,False,False,Unfurnished,11423642.143738037
Delhi,Rohini,3,2251,2,3,10,15,False,True,False,True,True,True,True,True,Fully Furnished,21365577.611181777
Mumbai,Bandra,5,4309,5,3,4,16,True,False,True,True,False,False,False,True,Semi-Furnished,104947374.25188652
Hyderabad,Kukatpally,4,2127,4,12,15,7,True,True,True,True,True,False,False,True,Fully Furnished,15343020.089404395
Bangalore,Whitefield,1,381,1,13,25,0,False,True,True,False,True,False,True,False,Semi-Furnished,3832119.02335053
Delhi,Rohini,3,1902,2,4,10,2,True,False,True,True,False,False,False,False,Semi-Furnished,19771923.62729078
Delhi,Dwarka,2,940,2,16,25,21,False,True,True,True,False,False,True,True,Semi-Furnished,8639139.149077984
Hyderabad,Gachibowli,3,1722,3,10,10,0,True,True,True,True,False,True,False,True,Unfurnished,14096747.072459528
Bangalore,Whitefield,2,868,2,7,10,5,True,True,True,True,True,True,False,False,Unfurnished,7545281.336350732
Bangalore,Indiranagar,2,788,2,3,4,1,True,False,True,True,False,False,False,True,Semi-Furnished,11450475.51262502
Delhi,Saket,2,1107,1,2,4,20,False,True,True,True,True,False,False,True,Unfurnished,12824702.656918053
Bangalore,Koramangala,4,2483,4,6,10,14,True,True,True,True,False,False,True,True,Unfurnished,27601298.549029417
